FID,ID1,Name,NAICSCode,NACSDescri,NAICSTitle,EmplRange,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,Street_Add,Bldg_No,Unit_No,PostalCode,Modified_D,PIN,Character,Ward
15302,85283,Gap Wireless Inc.,551114,Management,Head Offices,20 to 49,905-826-3781,905-826-9837,1-855-826-3781, ,www.gapwireless.com,2880,Argentia Rd,2880 Argentia Rd, ,8&9,L5N 7X8,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15303,85974,Bellco,551114,Management,Head Offices,10 to 19,905-821-1111,905-821-2228,1-855-661-5111,customerservice@bellcocanada.ca,www.bellcocanada.ca,2900,Argentia Rd,2900 Argentia Rd, ,10,L5N 7X9,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15304,88977,Kawa Canada,418990,Wholesale,All Other Wholesaler-Distributors,1 to 4,9058198282, , ,info@kawacanada.com,www.kawacanada.com,2900,Argentia Rd,2900 Argentia Rd, ,8,L5N 7X9,2018/12/30 00:00:00+00,23862400,Meadowvale Business Park CC,9
15305,49580,Subway,722512,Accommodation,Limited-service eating places,1 to 4,905-542-9391,905-542-9391,1-800-888-4848, ,www.subway.com,2920,Argentia Rd,2920 Argentia Rd, , ,L5N 8C5,2017/05/04 00:00:00+00,23862500,Meadowvale Business Park CC,9
15306,84461,A & W,722512,Accommodation,Limited-service eating places,20 to 49,647-479-8212, , ,awontario@gmail.com,www.aw.ca/,2930,Argentia Rd,2930 Argentia Rd, , ,L5N 8C5,2017/05/04 00:00:00+00,23862500,Meadowvale Business Park CC,9
15307,56385,Meadowvale Toyota Inc.,441110,Retail,New Car Dealers,50 to 99,905-816-4200,905-816-4201, , ,www.meadowvaletoyota.com,2950,Argentia Rd,2950 Argentia Rd, , ,L5N 8C5,2017/11/09 00:00:00+00,23862600,Meadowvale Business Park CC,9
15308,83906,Tim Hortons,722512,Accommodation,Limited-service eating places,20 to 49,905-286-9780,905-286-9780, , ,www.timhortons.ca,830,Bancroft Dr,830 Bancroft Dr, , ,L5V 2Y6,2017/11/08 00:00:00+00,23872300,East Credit NHD,11
15309,50730,Circle K/ Esso,447110,Retail,Gasoline Stations with Convenience Stores,5 to 9,905-819-4579,905-826-4965, ,mel.eldebs@hotmail.com, ,780,Bancroft Dr,780 Bancroft Dr, , ,L5V 2Y6,2017/11/08 00:00:00+00,23872400,East Credit NHD,11
15310,51408,Tim Hortons,722512,Accommodation,Limited-service eating places,5 to 9, ,905-542-8948, , ,www.timhortons.com,780,Bancroft Dr,780 Bancroft Dr, , ,L5V 2Y6,2017/11/08 00:00:00+00,23872400,East Credit NHD,11
15311,85667,Performance Acura North Mississauga,441110,Retail,New Car Dealers,20 to 49,905-855-4410,647-479-0280,1-888-211-8219,Info@acuranorthmississauga.ca,www.acuranorthmississauga.ca,860,Ivandale Dr,860 Ivandale Dr, , ,L5V 1X7,2017/11/08 00:00:00+00,23872600,East Credit NHD,11
15312,51632,A & W,722512,Accommodation,Limited-service eating places,10 to 19,647-479-4020,905-817-0901, ,awheartland@yahoo.ca, ,5880,Mavis Rd,5880 Mavis Rd, , ,L5V 3B7,2017/11/08 00:00:00+00,23873000,East Credit NHD,6
15313,51630,Vistek,443145,Retail,Camera and photographic supplies stores,10 to 19,905-593-1777,905-593-5777,1-877-923-1777,mississaugasales@vistek.ca,www.vistek.ca,5840,Mavis Rd,5840 Mavis Rd, , ,L5V 3B7,2017/11/08 00:00:00+00,23873000,East Credit NHD,6
15314,51631,3 Brewers,722512,Accommodation,Limited-service eating places,20 to 49,289-643-1888, , ,mavis@the3brewers.ca,www.the3brewers.ca,5860,Mavis Rd,5860 Mavis Rd, , ,L5V 3B7,2017/11/08 00:00:00+00,23873000,East Credit NHD,6
15315,51633,Bank of Montreal,522111,Finance,Personal and Commercial Banking Industry,20 to 49,905-567-4943,905-567-4171, , ,www.BMO.com,5800,Mavis Rd,5800 Mavis Rd, , ,L5V 3B7,2017/11/08 00:00:00+00,23873000,East Credit NHD,6
15316,57742,Telus,443143,Retail,"Appliance, television and other electronics stores e",1 to 4,905-826-3499, , ,heartland.towncentre@telus.com,www.telus.com,5840,Mavis Rd,5840 Mavis Rd, , ,L5V 3B7,2017/11/08 00:00:00+00,23873000,East Credit NHD,6
15317,56274,"Home Depot of Canada, The",444110,Retail,Home Centres,100 to 299,905-285-4000,905-285-4020, , ,www.homedepot.ca,5975,Terry Fox Way,5975 Terry Fox Way, , ,L5V 3E4,2017/11/08 00:00:00+00,23873100,East Credit NHD,6
15318,52751,N T N Bearing Corporation of Canada,417230,Wholesale,"Industrial Machinery, Equipment and Supplies Wholesaler-Distributors",50 to 99,905-564-2700,905-564-9023, ,nbccinfo@ntn.ca,www.ntnamericas.com,305,Courtneypark Dr W,305 Courtneypark Dr W, , ,L5W 1Y4,2017/05/15 00:00:00+00,23877500,Gateway EA (West),5
15319,23499,"Ennis, J Fabrics Ltd.",414130,Wholesale,"Piece Goods, Notions and Other Dry Goods Wholesaler-Distributors",20 to 49,9055659997,9055651408,8006611693,ccentre@jennisfabrics.com,www.jennisfabrics.com,6300,Kenway Dr,6300 Kenway Dr, , ,L5T 2N3,2018/12/30 00:00:00+00,23882300,Gateway EA (East),5
15320,23491,Summit Food Service Distributors,413110,Wholesale,General-Line Food Wholesaler-Distributors,100 to 299,9057952400,9057952708,8002659267, ,www.summitfoods.colabor.com,6270,Kenway Dr,6270 Kenway Dr, , ,L5T 2N3,2018/12/30 00:00:00+00,23882400,Gateway EA (East),5
15321,6697,Kuehne & Nagel International Ltd.,493110,Transportation,General Warehousing and Storage,20 to 49,905-670-6901,905-565-7007, , ,www.kuehne-nagel.com,6335,Edwards Blvd,6335 Edwards Blvd, , ,L5T 2W7,2017/11/09 00:00:00+00,23882500,Gateway EA (East),5
15322,49651,Sci Logistics,484239,Transportation,"Other Specialized Freight (except Used Goods) Trucking, Long Distance",N/A,6479973587, , ,dan.aretusi@sci.ca,www.sci.ca,6175,Edwards Blvd,6175 Edwards Blvd, , ,L5T 2W7,2018/12/30 00:00:00+00,23882600,Gateway EA (East),5
15323,52874,"Hagen, Rolf C. Inc.",413190,Wholesale,Other Specialty-Line Food Wholesaler-Distributors,20 to 49,9055011385,8663755131,8002674119, ,www.hagen.com,180,Courtneypark Dr E,180 Courtneypark Dr E, , ,L5T 2S5,2018/12/30 00:00:00+00,23882700,Gateway EA (East),5
15324,89345,Delmar Logistics Inc.,488519,Transportation,Other Freight Transportation Arrangement,20 to 49,2899995385, , , ,www.delmarcargo.com,180,Courtneypark Dr E,180 Courtneypark Dr E, , ,L5T 2S5,2018/12/30 00:00:00+00,23882700,Gateway EA (East),5
15325,21348,F L O Components Ltd.,417230,Wholesale,"Industrial Machinery, Equipment and Supplies Wholesaler-Distributors",20 to 49,9056712355,9056712358, ,office@flocomponents.com,www.flocomponents.com,50,Admiral Blvd,50 Admiral Blvd, , ,L5T 2W1,2018/12/30 00:00:00+00,23887400,Gateway CC,5
15326,2201,Igloo Cold Storage,484110,Transportation,"General Freight Trucking, Local",5 to 9,905-676-8500,905-672-3283, ,info@igloocoldstorage.com,www.igloocoldstorage.com,7420,Bren Rd,7420 Bren Rd, , ,L4T 1H3,2017/11/09 00:00:00+00,23892300,Northeast EA (West),5
15327,58366,Global Fresh Import & Export,483116,Transportation,"Deep Sea, Coastal and Great Lakes Water Transportation by Ferries",1 to 4,905-676-9880,905-676-9889, ,frank@globalfreshcanada.com,www.globalfreshcanada.com,7420,Bren Rd,7420 Bren Rd, ,101,L4T 1H3,2017/06/07 00:00:00+00,23892300,Northeast EA (West),5
15328,19950,Hutch Transportation,493110,Transportation,General Warehousing and Storage,10 to 19,905-677-4858,905-677-8894, ,info@hutchtransportation.com,www.hutchtransportation.com,7325,Torbram Rd,7325 Torbram Rd, , ,L4T 1G8,2017/06/07 00:00:00+00,23892500,Northeast EA (West),5
15329,19948,Peel Truck Repair Inc.,811111,Other Services,General Automotive Repair,5 to 9,905-678-1600,905-612-9153, ,peeltruck1@gmail.com, ,7315,Torbram Rd,7315 Torbram Rd, , ,L4T 1G8,2017/11/09 00:00:00+00,23892600,Northeast EA (West),5
15330,20281,Graphic Packaging International Canada,339990,Manufacturing,All Other Miscellaneous Manufacturing,100 to 299,9056788211,9056787233, , ,www.graphicpkg.com,7830,Tranmere Dr,7830 Tranmere Dr, , ,L5S 1L9,2018/12/30 00:00:00+00,23897300,Northeast EA (West),5
15331,50677,Agora Mfg. Inc.,332999,Manufacturing,All Other Miscellaneous Fabricated Metal Product Manufacturing,50 to 99,905-362-1700,905-362-1370, ,mb.simone@agoramfg.com,www.agoramfg.com,7770,Tranmere Dr,7770 Tranmere Dr, , ,L5S 1L9,2017/05/29 00:00:00+00,23897400,Northeast EA (West),5
15332,23379,"Beer Store, The",551114,Management,Head Offices,100 to 299,905-361-1005,905-364-2890, , ,www.thebeerstore.ca,5900,Explorer Dr,5900 Explorer Dr, , ,L4W 5L2,2017/11/09 00:00:00+00,23902300,Airport CC,5
15333,57849,Electronic Products Recycling Association,813410,Other Services,Civic and Social Organizations,20 to 49, ,8885677146,8885674535,info@recycleMYelectronics.ca,www.epra.ca,5750,Explorer Dr,5750 Explorer Dr, ,302,L5W 0A9,2018/12/30 00:00:00+00,23902400,Airport CC,5
15334,58016,Triovest Realty Advisors Inc.,531210,Real Estate,Offices of Real Estate Agents & Brokers,20 to 49,905-361-0677,905-361-0761, , ,www.triovest.com,5750,Explorer Dr,5750 Explorer Dr, ,402,L5W 0A9,2017/05/23 00:00:00+00,23902400,Airport CC,5
15335,58013,Investors Group,523110,Finance,Investment Banking and Securities Dealing,20 to 49,905-602-3700,905-602-1544, , ,www.investorsgroup.com,5750,Explorer Dr,5750 Explorer Dr, ,100,L5W 0A9,2017/05/23 00:00:00+00,23902400,Airport CC,5
15336,58020,B M O Financial Group,551114,Management,Head Offices,50 to 99,905-624-5301,905-624-4989, , ,www.bmo.com,5750,Explorer Dr,5750 Explorer Dr, ,300,L5W 0A9,2017/05/23 00:00:00+00,23902400,Airport CC,5
15337,53048,Innovapost Inc.,541690,Professional,Other Scientific and Technical Consulting Services,100 to 299,905-214-8800,905-214-8801, , ,www.innovapost.com,5280,Solar Dr,5280 Solar Dr, ,300,L4W 5M8,2017/05/23 00:00:00+00,23902600,Airport CC,5
15338,46452,Chef's Table,722511,Accommodation,Full-service restaurants,5 to 9,905-602-4610,905-212-9555, , ,www.mychefstable.ca,5800,Explorer Dr,5800 Explorer Dr, ,102,L4W 5L4,2017/05/23 00:00:00+00,23902700,Airport CC,5
15339,47767,K & K Insurance Group Canada,524210,Finance,Insurance Agencies and Brokerages,10 to 19,905-602-9339,905-602-9141, ,kk_canada@kandkcanada.com,www.kandkcanada.com,5800,Explorer Dr,5800 Explorer Dr, ,101,L4W 5L4,2017/05/23 00:00:00+00,23902700,Airport CC,5
15340,52754,Netsuite Oracle Corp.,541514,Professional,Computer systems design and related services (except video game design and development),100 to 299,905-629-8486,905-219-8450, ,netsuitecanada@netsuite.com,www.netsuite.com,5800,Explorer Dr,5800 Explorer Dr, ,100&200,L4W 5K8,2017/11/09 00:00:00+00,23902700,Airport CC,5
15341,53030,Trapeze Software Group Inc.,541514,Professional,Computer systems design and related services (except video game design and development),100 to 299,905-629-8727,905-238-8408, ,info@trapezegroup.com,www.trapezegroup.com,5800,Explorer Dr,5800 Explorer Dr, ,500,L4W 5L4,2017/05/23 00:00:00+00,23902700,Airport CC,5
15342,18833,Stanfield Family Restaurant Inc.,722511,Accommodation,Full-service restaurants,5 to 9,905-803-0980, , ,stanfieldgrillhouse@gmail.com, ,2345,Stanfield Rd,2345 Stanfield Rd, ,101,L4Y 3Y3,2017/11/09 00:00:00+00,23912600,Dixie EA,1
15343,18842,Molinaro's Fine Italian Foods Ltd.,311410,Manufacturing,Frozen Food Manufacturing,100 to 299,905-275-7400,905-275-7318, ,vincem@molinaros.com,www.molinaros.com,2345,Stanfield Rd,2345 Stanfield Rd, ,3 to 5 & 50,L4Y 3Y3,2017/05/15 00:00:00+00,23912600,Dixie EA,1
15344,18841,GardaWorld,913910,Public Administration,"Other Local, Municipal and Regional Public Administration",100 to 299,4169159500,6474399700,8003532049, ,www.garda.com,2345,Stanfield Rd,2345 Stanfield Rd, ,400,L4Y 3Y3,2018/12/30 00:00:00+00,23912600,Dixie EA,1
15345,18843,Kingwood Homes,237210,Construction,Land Subdivision,1 to 4,4163633137,4163633143, ,info@kingwoodhomes.ca,www.kingwoodhomes.ca,2345,Stanfield Rd,2345 Stanfield Rd, ,204,L4Y 3Y3,2018/12/30 00:00:00+00,23912600,Dixie EA,1
15346,48646,Basic Funerals and Cremation Chioces Inc.,812210,Other Services,Funeral Homes,5 to 9,905-486-2391, ,1-877-229-7077,information@basicfunerals.ca,www.mississauga.basicfunerals.ca,2345,Stanfield Rd,2345 Stanfield Rd, ,301,L4Y 3Y3,2017/05/15 00:00:00+00,23912600,Dixie EA,1
15347,52980,"Mohan Group, The",541810,Professional,Advertising Agencies,1 to 4,416-255-2500,416-255-2533, , ,www.mohangroup.com,2345,Stanfield Rd,2345 Stanfield Rd, ,300,L4Y 3Y3,2017/11/09 00:00:00+00,23912600,Dixie EA,1
15348,52984,Global Stainless Steel Inc.,332999,Manufacturing,All Other Miscellaneous Fabricated Metal Product Manufacturing,20 to 49,905-696-6960,905-696-8696, ,bradb@globalstainless.net,www.globalstainless.net,2345,Stanfield Rd,2345 Stanfield Rd, ,305,L4Y 3Y3,2017/05/15 00:00:00+00,23912600,Dixie EA,1
15349,18001,Canada Bonded Attorney Inc.,541110,Professional,Offices of Lawyers,10 to 19,9057403222,8888704852,8006656525,lidia.araujo@canadabonded.com,www.canadabonded.com,7025,Tomken Rd,7025 Tomken Rd, ,28&29,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15350,19750,House of Travel & Tours,561510,Administrative,Travel Agencies,1 to 4,9053622221,9053622920,8666450235,houseoftvl@hotmail.com, ,7025,Tomken Rd,7025 Tomken Rd, ,252,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15351,19722,Eric Transport International,484110,Transportation,"General Freight Trucking, Local",5 to 9,905-612-9797,905-612-9790, ,info@erictransportinternational.net,www.erictransportinternational.com,7025,Tomken Rd,7025 Tomken Rd, ,5 to 9,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15352,19719,Indus Canada Wealth Management Inc.,541213,Professional,Tax Preparation Services,5 to 9,9055659690,9055659640, ,info@icwmcanada.ca,www.icwmcanada.ca,7025,Tomken Rd,7025 Tomken Rd, ,27,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15353,19718,Performance Equipment Ltd.,811111,Other Services,General Automotive Repair,50 to 99,9055648333,9057959441,8003870103, ,www.visiontruckgroup.com,7000,Tomken Rd,7000 Tomken Rd, , ,L5T 2S3,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15354,19721,BPS Financial Inc.,523930,Finance,Investment Advice,1 to 4,4168170684, , ,info@bpsfinancial.ca,www.bpsfinancial.ca,7025,Tomken Rd,7025 Tomken Rd, ,255,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15355,19732,Mortgage Alliance Active Landing,522310,Finance,Mortgage and Non-mortgage Loan Brokers,1 to 4,905-565-5500,905-565-5501, ,activelanding@mortgagealliance.com,www.mortgagealliance.com/activelanding,7025,Tomken Rd,7025 Tomken Rd, ,235,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15356,19726,P S Customs Brokers Inc,488519,Transportation,Other Freight Transportation Arrangement,1 to 4,9057959414,9057959405, ,info@pscustoms.ca,www.pscustoms.ca,7025,Tomken Rd,7025 Tomken Rd, ,269,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15357,19723,Vision Print + Signs,323119,Manufacturing,Other Printing,1 to 4,9056701411,9056701410, ,info@visionprint.ca,www.visionprint.ca,7025,Tomken Rd,7025 Tomken Rd, ,12&13,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15358,19729,A & M Financial Management Consultants Inc.,523930,Finance,Investment Advice,1 to 4,9057957670,9057957670, , , ,7025,Tomken Rd,7025 Tomken Rd, ,265,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15359,19737,Subway Sandwiches,722512,Accommodation,Limited-service eating places,1 to 4,9056960577,9056968017, ,jaspal_kalirai@yahoo.com,www.subway.ca,7025,Tomken Rd,7025 Tomken Rd, ,1,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15360,19736,Print Den,323119,Manufacturing,Other Printing,1 to 4,905-565-7066,905-565-7066, , ,www.printden.com,7025,Tomken Rd,7025 Tomken Rd, ,26,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15361,19747,Karzafree Canada Credit Counseling Services,522299,Finance,All Other Non-Depository Credit Intermediation,1 to 4,905-848-0006, , ,info@karzafree.ca,www.karzafree.ca,7025,Tomken Rd,7025 Tomken Rd, ,267,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15362,19759,Supreme Picture Gallery,323114,Manufacturing,Quick Printing,1 to 4,905-956-7400, , , ,www.supremecustomframing.ca,7025,Tomken Rd,7025 Tomken Rd, ,4,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15363,19757,Maitre Mortgages Inc.,522310,Finance,Mortgage and Non-mortgage Loan Brokers,1 to 4,9053627200,9053627204, ,maitremortgages@gmail.com, ,7025,Tomken Rd,7025 Tomken Rd, ,262,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15364,19751,H M Staffing Solutions Inc.,561320,Administrative,Temporary Help Services,N/A,4169004116,4169003560, ,contact@hmstaffingsolutionsinc.com,www.hmstaffingsolutionsinc.com,7025,Tomken Rd,7025 Tomken Rd, ,231,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15365,19758,Patron Mortgages - License 12797,531320,Real Estate,Offices of Real Estate Appraisers,5 to 9,416-800-1123,877-761-2481, , ,www.patronmortgages.ca,7025,Tomken Rd,7025 Tomken Rd, ,219,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15366,19762,Mr.Hardwood Flooring,238330,Construction,Flooring Contractors,1 to 4,647-215-8287, , ,mrhardwoodflooring@outlook.com, ,7025,Tomken Rd,7025 Tomken Rd, ,24&25,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15367,19764,Mr. Lamp Shops Inc.,418220,Wholesale,Other Paper and Disposable Plastic Product Wholesaler-Distributors,1 to 4,9059560104,9059561975,555635267,info@mrlampshops.com,www.mrlampshops.com,7025,Tomken Rd,7025 Tomken Rd, ,2,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15368,45829,Premium Sweets Inc.,311814,Manufacturing,Commercial Bakeries and Frozen Bakery Product Manufacturing,20 to 49,905-696-6893,905-696-7890,1-800-696-6893,info@premiumsweets.ca,www.premiumsweets.ca,7025,Tomken Rd,7025 Tomken Rd, ,15 to 18,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15369,47861,Ultimate Sports Gears,611620,Educational,Athletic Instruction,1 to 4,905-956-1385, ,1-844-770-7277, ,www.ultimatesgear.com,7025,Tomken Rd,7025 Tomken Rd, ,3,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15370,47919,Modern Furniture Gallery,442298,Retail,All Other Home Furnishings Stores,1 to 4,905-956-9200,905-956-9290, ,studiofurniture@hotmail.ca,www.modernfurnituregallery.ca,7025,Tomken Rd,7025 Tomken Rd, ,19,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15371,49334,"Brar, Ranjit Professional Corporation",541213,Professional,Tax Preparation Services,5 to 9,4162430001,9056701302, ,ranjit@brarcpa.ca, ,7025,Tomken Rd,7025 Tomken Rd, ,251,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15372,51018,World Financial Group Canada Inc.,524210,Finance,Insurance Agencies and Brokerages,20 to 49,905-696-7597,905-696-7601, , ,www.wfgopportunity.ca,7025,Tomken Rd,7025 Tomken Rd, ,217,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15373,54595,B T I Driving School,611690,Educational,All Other Schools and Instruction,1 to 4,4166488701, , ,btigroup@live.ca, ,7025,Tomken Rd,7025 Tomken Rd, ,256-258,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15374,55401,G T A Marble and Granite,444190,Retail,Other Building Material Dealers,1 to 4,6478602420,9057951480, ,gtamarble@hotmail.com,www.gtamarble.ca,7025,Tomken Rd,7025 Tomken Rd, ,1A,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15375,55388,Great Worldwide Logistics Co. Ltd.,488519,Transportation,Other Freight Transportation Arrangement,5 to 9,416-800-5017,905-766-3178, ,info@great-worldwide.com,www.gwlogistics.ca,7025,Tomken Rd,7025 Tomken Rd, ,234&236,L5S 1R6,2017/01/25 00:00:00+00,23932400,Northeast EA (West),5
15376,55412,P H D Traders & Financial Solutions Inc.,523930,Finance,Investment Advice,1 to 4,6472370380, , ,info@phdtraders.com,www.phdtraders.com,7025,Tomken Rd,7025 Tomken Rd, ,248,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15377,55407,SHAR Group Inc.,488519,Transportation,Other Freight Transportation Arrangement,1 to 4,9055656071,8556627188, ,info@shargroupinc.com,www.shargroupinc.com,7025,Tomken Rd,7025 Tomken Rd, ,210,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15378,55418,"Akpari, Olivia Barrister & Solicitor",541110,Professional,Offices of Lawyers,1 to 4,9055650059,9055650559, ,oliviaakpari@primus.ca, ,7025,Tomken Rd,7025 Tomken Rd, ,216,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15379,56685,Xpress Money,526914,Finance,Money Market Funds,1 to 4,9055650999,9055655558,8669773772,vivek.bansal@xpressmoney.com,www.xpressmoney.com,7025,Tomken Rd,7025 Tomken Rd, ,237&239,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
15380,57587,GWL Logitstics,488519,Transportation,Other Freight Transportation Arrangement,5 to 9,905-903-1092,905-766-3178, ,info@great-worldwide.com,www.gwlogistics.ca,7025,Tomken Rd,7025 Tomken Rd, ,234&236,L5S 1R6,2017/11/09 00:00:00+00,23932400,Northeast EA (West),5
15381,58396,Swift Immigration Solutions,541190,Professional,Other Legal Services,N/A,9054609619, , ,info@swiftimmigration.com,www.swiftimmigration.com,7025,Tomken Rd,7025 Tomken Rd, ,249,L5S 1R6,2018/12/30 00:00:00+00,23932400,Northeast EA (West),5
